date,airline,flight_number,origin,destination,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours
2026-03-07,Etihad Airways,ET5496,Moscow,Tehran,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4696,6789,2093,9507.83,4.2
2026-03-07,Etihad Airways,ET7045,Doha,Mumbai,Direct Tehran overfly,Via Ashgabat–Almaty route,2659,3431,772,5372.47,3.0
2026-03-07,Lufthansa,LU3197,Kuwait City,London,Via Persian Gulf,Via Indian Ocean southern route,11995,13302,1307,6455.03,2.2
2026-03-07,Etihad Airways,ET2861,Riyadh,Cairo,Direct Middle East overfly,Via Central Asian detour,2489,3541,1052,7164.03,4.3
2026-03-07,Turkish Airlines,TU2845,Dubai,Amman,Via Baghdad FIR,Via Ankara–Baku corridor,6405,7884,1479,5302.8,4.2
2026-03-07,Gulf Air,GU3667,Riyadh,London,Direct Middle East overfly,Via Central Asian detour,2600,4459,1859,11243.46,1.6
2026-03-08,Ethiopian Airlines,ET1882,Paris,Doha,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7741,9359,1618,10333.18,3.2
2026-03-08,Kuwait Airways,KU5452,Lahore,Doha,Via Baghdad FIR,Via Ankara–Baku corridor,5089,5880,791,3392.83,3.7
2026-03-08,EgyptAir,EG6890,Muscat,London,Direct Gulf route,Via Jordan–Egypt alternate,6183,7179,996,5874.91,2.1
2026-03-08,Mahan Air,MA181,Dubai,Istanbul,Direct Gulf route,Via Jordan–Egypt alternate,11016,12055,1039,5056.79,4.9
2026-03-08,IndiGo,IN7334,New York,Doha,Via Persian Gulf,Via Indian Ocean southern route,8963,11844,2881,15735.07,4.9
2026-03-08,American Airlines,AM7990,Paris,Dubai,Direct Middle East overfly,Via Central Asian detour,9899,11720,1821,9493.95,4.3
2026-03-08,flydubai,FL5105,London,Doha,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7028,8167,1139,5453.13,1.0
2026-03-08,Ethiopian Airlines,ET5663,Mumbai,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11674,12957,1283,5837.22,2.4
2026-03-08,Thai Airways,TH9382,Dubai,Amman,Via Persian Gulf,Via Indian Ocean southern route,11323,14191,2868,10972.88,2.8
2026-03-08,Cargolux,CA6425,Singapore,London,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7755,8804,1049,4036.47,3.6
2026-03-08,Malaysia Airlines,MA2430,Dubai,Frankfurt,Via Persian Gulf,Via Indian Ocean southern route,6622,9104,2482,10734.7,3.1
2026-03-08,Pakistan International Airlines,PA1736,Dubai,Sydney,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4377,6284,1907,12988.65,1.5
2026-03-08,Lufthansa,LU3436,Frankfurt,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9760,11410,1650,7300.74,4.5
2026-03-08,EgyptAir,EG1010,Istanbul,Karachi,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6339,8262,1923,11550.85,2.1
2026-03-08,Singapore Airlines,SI6226,Dubai,Singapore,Direct Tehran overfly,Via Ashgabat–Almaty route,6518,7943,1425,8857.06,3.3
2026-03-08,Etihad Airways,ET7400,Singapore,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3467,5446,1979,10353.17,1.4
2026-03-08,United Airlines,UN4381,Dubai,Istanbul,Via Baghdad FIR,Via Ankara–Baku corridor,5616,6325,709,4887.76,0.8
2026-03-08,Singapore Airlines,SI3717,Dubai,Istanbul,Via Persian Gulf,Via Indian Ocean southern route,10023,11966,1943,11144.99,3.7
2026-03-08,Turkish Airlines,TU7263,Karachi,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5784,7131,1347,5769.82,5.0
2026-03-08,United Airlines,UN2164,Mumbai,Doha,Via Baghdad FIR,Via Ankara–Baku corridor,5448,6705,1257,8410.78,2.2
2026-03-08,Kuwait Airways,KU6179,Beijing,Tehran,Direct Middle East overfly,Via Central Asian detour,2119,3374,1255,4498.05,1.1
2026-03-08,IndiGo,IN5293,Doha,Mumbai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8186,10389,2203,12231.73,4.3
2026-03-08,Pakistan International Airlines,PA2697,Dubai,Mumbai,Via Strait of Hormuz,Via Red Sea–Suez route,4510,5994,1484,10272.66,3.3
2026-03-08,flydubai,FL7470,Cairo,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,2307,4076,1769,6571.3,0.9
2026-03-08,FedEx Express,FE8399,Istanbul,Tehran,Direct Middle East overfly,Via Central Asian detour,7701,9835,2134,8429.12,1.8
2026-03-08,Lufthansa,LU7125,London,Abu Dhabi,Via Persian Gulf,Via Indian Ocean southern route,6575,8405,1830,8430.74,5.0
2026-03-08,DHL Aviation,DH5227,Dubai,Karachi,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3100,5003,1903,9912.22,0.6
2026-03-08,Saudi Arabian Airlines,SA7250,Doha,New York,Via Persian Gulf,Via Indian Ocean southern route,7767,11146,3379,13701.95,0.9
2026-03-08,Etihad Airways,ET3170,Istanbul,Dubai,Direct Middle East overfly,Via Central Asian detour,11894,13011,1117,5253.28,0.6
2026-03-08,British Airways,BR2510,Islamabad,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,6799,10086,3287,15149.86,1.7
2026-03-08,American Airlines,AM2998,Dubai,Paris,Via Persian Gulf,Via Indian Ocean southern route,8324,10972,2648,13032.34,2.6
2026-03-08,Air Arabia,AI1626,New York,Doha,Via Baghdad FIR,Via Ankara–Baku corridor,3996,4698,702,4824.62,4.3
2026-03-09,United Airlines,UN2382,Kuwait City,London,Via Persian Gulf,Via Indian Ocean southern route,7262,8880,1618,6625.55,3.8
2026-03-09,Emirates SkyCargo,EM1560,Dubai,Cairo,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8713,10645,1932,12083.32,3.7
2026-03-09,Lufthansa,LU4955,Doha,Paris,Direct Middle East overfly,Via Central Asian detour,4187,6312,2125,10744.09,2.5
2026-03-09,KLM,KL804,Riyadh,London,Direct Middle East overfly,Via Central Asian detour,4370,5620,1250,5274.76,0.7
2026-03-09,Gulf Air,GU8514,Delhi,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4799,6488,1689,8350.29,1.7
2026-03-09,Thai Airways,TH5969,Dubai,Sydney,Direct Gulf route,Via Jordan–Egypt alternate,2129,2855,726,2639.51,2.6
2026-03-09,British Airways,BR7064,Doha,Lahore,Direct Middle East overfly,Via Central Asian detour,2828,3976,1148,7342.91,2.5
2026-03-09,Air India,AI2881,Mumbai,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10253,11812,1559,8908.31,4.8
2026-03-09,Thai Airways,TH1360,Sydney,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,3960,4705,745,3987.47,4.4
2026-03-09,IndiGo,IN4419,Dubai,Mumbai,Via Persian Gulf,Via Indian Ocean southern route,2463,4185,1722,9244.54,1.8
2026-03-09,American Airlines,AM9936,Riyadh,Islamabad,Via Strait of Hormuz,Via Red Sea–Suez route,10605,11654,1049,4423.89,4.9
2026-03-09,American Airlines,AM1667,Paris,Doha,Direct Tehran overfly,Via Ashgabat–Almaty route,7883,9022,1139,5319.11,4.0
2026-03-09,Cathay Pacific,CA3678,Doha,London,Via Baghdad FIR,Via Ankara–Baku corridor,5046,5913,867,4429.42,2.4
2026-03-09,Pakistan International Airlines,PA1349,Cairo,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,8511,11674,3163,16730.91,1.9
2026-03-09,Etihad Airways,ET1416,Sydney,Abu Dhabi,Via Strait of Hormuz,Via Red Sea–Suez route,4815,5873,1058,7080.04,4.4
2026-03-09,Emirates,EM742,Mumbai,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10382,11477,1095,7504.01,0.9
2026-03-09,Kuwait Airways,KU1598,Paris,Beirut,Via Strait of Hormuz,Via Red Sea–Suez route,7817,9563,1746,9892.76,3.7
2026-03-09,IndiGo,IN1576,Cairo,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,5979,8923,2944,15408.32,2.1
2026-03-09,Oman Air,OM3996,Doha,New York,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11965,14396,2431,13300.71,1.6
2026-03-09,American Airlines,AM1245,Sydney,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5108,6587,1479,7802.27,1.8
2026-03-09,Air Arabia,AI679,Karachi,Istanbul,Via Persian Gulf,Via Indian Ocean southern route,4252,6441,2189,9659.19,2.8
2026-03-09,KLM,KL8468,Riyadh,Cairo,Via Strait of Hormuz,Via Red Sea–Suez route,3375,4815,1440,7595.38,3.8
2026-03-09,Pakistan International Airlines,PA6167,Karachi,Istanbul,Via Strait of Hormuz,Via Red Sea–Suez route,10428,11920,1492,6689.01,3.1
2026-03-09,FedEx Express,FE5591,Mumbai,Kuwait City,Via Baghdad FIR,Via Ankara–Baku corridor,9800,11119,1319,4663.38,1.5
2026-03-09,Emirates SkyCargo,EM5484,Delhi,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,10057,10787,730,3092.97,0.8
2026-03-09,Qatar Airways,QA8154,Doha,Lahore,Via Persian Gulf,Via Indian Ocean southern route,7223,10123,2900,11702.81,2.0
2026-03-09,Singapore Airlines,SI7246,London,Riyadh,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6407,7883,1476,10198.34,3.2
2026-03-09,Mahan Air,MA273,Doha,Mumbai,Direct Middle East overfly,Via Central Asian detour,3833,5031,1198,6227.01,1.5
2026-03-09,Jazeera Airways,JA7208,Abu Dhabi,Washington,Via Strait of Hormuz,Via Red Sea–Suez route,6136,7197,1061,4462.89,0.7
2026-03-09,Turkish Airlines,TU1388,Doha,Paris,Direct Tehran overfly,Via Ashgabat–Almaty route,11616,12946,1330,5982.26,2.6
2026-03-09,Singapore Airlines,SI1260,Amman,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5555,7264,1709,10740.44,4.0
2026-03-09,United Airlines,UN6340,Karachi,Dubai,Direct Middle East overfly,Via Central Asian detour,6966,8821,1855,7547.89,1.3
2026-03-09,Oman Air,OM2802,Dubai,Bahrain,Via Strait of Hormuz,Via Red Sea–Suez route,10628,11957,1329,5631.97,3.9
2026-03-09,Ethiopian Airlines,ET6076,Mumbai,Kuwait City,Via Persian Gulf,Via Indian Ocean southern route,7081,9206,2125,13258.03,3.4
2026-03-09,Malaysia Airlines,MA6932,Karachi,Istanbul,Direct Tehran overfly,Via Ashgabat–Almaty route,6406,7895,1489,9415.02,3.1
2026-03-09,Air France,AI2146,Kuwait City,Mumbai,Via Strait of Hormuz,Via Red Sea–Suez route,5561,7236,1675,10809.77,1.7
2026-03-09,FedEx Express,FE6300,Dubai,Karachi,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4450,5888,1438,5928.42,2.6
2026-03-10,Ethiopian Airlines,ET632,Karachi,Istanbul,Via Strait of Hormuz,Via Red Sea–Suez route,4976,5691,715,3616.49,1.8
2026-03-10,Kuwait Airways,KU7718,Kuwait City,Cairo,Direct Gulf route,Via Jordan–Egypt alternate,4845,5681,836,3620.77,2.6
2026-03-10,Qatar Airways,QA5931,Dubai,Frankfurt,Via Baghdad FIR,Via Ankara–Baku corridor,9405,9929,524,3617.61,1.5
2026-03-10,Ethiopian Airlines,ET9677,Karachi,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,5013,6036,1023,6950.34,4.6
2026-03-10,Lufthansa,LU8758,Kuwait City,London,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7423,8960,1537,9587.33,4.9
2026-03-10,United Airlines,UN1494,Washington,Abu Dhabi,Direct Tehran overfly,Via Ashgabat–Almaty route,11040,12165,1125,7834.87,3.6
2026-03-10,Kuwait Airways,KU1452,Riyadh,Cairo,Direct Gulf route,Via Jordan–Egypt alternate,5967,6432,465,2536.98,4.4
2026-03-10,Cathay Pacific,CA2016,Doha,Paris,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,11161,12641,1480,6591.82,0.5
2026-03-10,Malaysia Airlines,MA7941,Dubai,Amman,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8012,10119,2107,9269.17,1.9
2026-03-10,Air India,AI8929,Bahrain,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,5927,7068,1141,6921.15,3.3
2026-03-10,flydubai,FL2565,Bahrain,London,Via Strait of Hormuz,Via Red Sea–Suez route,5671,6578,907,3579.71,1.7
2026-03-10,Thai Airways,TH6499,Dubai,Istanbul,Via Persian Gulf,Via Indian Ocean southern route,8962,12459,3497,17195.01,1.6
2026-03-10,Air France,AI6186,Kuwait City,Cairo,Direct Tehran overfly,Via Ashgabat–Almaty route,4472,5682,1210,7049.56,4.3
2026-03-10,Air India,AI9424,Sydney,Abu Dhabi,Via Baghdad FIR,Via Ankara–Baku corridor,9550,10818,1268,6764.08,1.5
2026-03-10,Pakistan International Airlines,PA1367,Dubai,Mumbai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3129,4537,1408,5673.57,1.2
2026-03-10,Lufthansa,LU5475,Dubai,Frankfurt,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7578,9347,1769,11370.71,2.3
2026-03-10,flydubai,FL9974,London,Bahrain,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9755,11498,1743,7157.8,0.8
2026-03-10,Emirates SkyCargo,EM7183,Dubai,Paris,Via Persian Gulf,Via Indian Ocean southern route,8280,11176,2896,16146.86,1.6
2026-03-10,Oman Air,OM7030,Doha,Lahore,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6418,8614,2196,13527.0,0.8
2026-03-11,flydubai,FL7079,Doha,Mumbai,Direct Gulf route,Via Jordan–Egypt alternate,7552,8341,789,4392.78,4.3
2026-03-11,Emirates SkyCargo,EM4083,London,Singapore,Via Baghdad FIR,Via Ankara–Baku corridor,2184,3287,1103,7232.25,1.0
2026-03-11,Turkish Airlines,TU3141,Doha,Los Angeles,Direct Gulf route,Via Jordan–Egypt alternate,5774,6478,704,3216.8,2.6
2026-03-11,Malaysia Airlines,MA2199,Dubai,Cairo,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8114,9600,1486,10294.66,2.0
2026-03-11,DHL Aviation,DH1098,Riyadh,London,Direct Middle East overfly,Via Central Asian detour,8428,10412,1984,13027.69,4.9
2026-03-11,Cathay Pacific,CA6846,Cairo,Dubai,Via Persian Gulf,Via Indian Ocean southern route,3603,5697,2094,9422.11,1.5
2026-03-11,Oman Air,OM9106,Abu Dhabi,Sydney,Via Baghdad FIR,Via Ankara–Baku corridor,4568,5113,545,3615.77,2.7
2026-03-11,DHL Aviation,DH1748,Sydney,Abu Dhabi,Via Persian Gulf,Via Indian Ocean southern route,2991,5879,2888,10759.34,1.2
2026-03-11,Air Arabia,AI6807,Karachi,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,10159,11276,1117,4834.35,2.4
2026-03-11,Cathay Pacific,CA6401,Cairo,Riyadh,Direct Gulf route,Via Jordan–Egypt alternate,4487,5240,753,3769.95,1.2
2026-03-11,Kuwait Airways,KU9204,London,Singapore,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9183,10228,1045,6515.35,0.7
2026-03-11,Qatar Airways,QA3110,Riyadh,Islamabad,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,2960,4120,1160,7896.71,3.9
2026-03-11,Kuwait Airways,KU2169,Paris,Doha,Direct Gulf route,Via Jordan–Egypt alternate,5123,5576,453,1777.33,1.4
2026-03-11,Air Arabia,AI4142,London,Muscat,Via Persian Gulf,Via Indian Ocean southern route,9829,12702,2873,17393.54,1.6
2026-03-11,Cathay Pacific,CA6190,Abu Dhabi,Sydney,Direct Gulf route,Via Jordan–Egypt alternate,2342,3045,703,4402.69,2.1
2026-03-11,Emirates,EM5137,Karachi,Istanbul,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11617,12726,1109,4893.67,3.8
2026-03-11,Gulf Air,GU8228,Frankfurt,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3038,4046,1008,6924.97,1.4
2026-03-11,FedEx Express,FE6292,London,Singapore,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8270,10584,2314,8194.25,4.3
2026-03-11,KLM,KL506,Cairo,Riyadh,Via Baghdad FIR,Via Ankara–Baku corridor,9853,10712,859,4347.43,3.3
2026-03-11,Cargolux,CA3737,Washington,Abu Dhabi,Via Baghdad FIR,Via Ankara–Baku corridor,10101,11477,1376,9620.78,2.0
2026-03-11,Emirates SkyCargo,EM5771,Cairo,Kuwait City,Direct Gulf route,Via Jordan–Egypt alternate,7004,7797,793,4163.55,3.4
2026-03-11,Emirates,EM642,Dubai,Cairo,Direct Gulf route,Via Jordan–Egypt alternate,11646,12448,802,3064.06,5.0
2026-03-11,American Airlines,AM6667,Kuwait City,Cairo,Via Strait of Hormuz,Via Red Sea–Suez route,8418,9422,1004,4754.12,3.6
2026-03-11,Lufthansa,LU7140,Dubai,Karachi,Via Baghdad FIR,Via Ankara–Baku corridor,11548,12812,1264,5119.0,3.7
2026-03-11,Kuwait Airways,KU2356,Beirut,Paris,Direct Middle East overfly,Via Central Asian detour,9045,10429,1384,8684.3,2.4
2026-03-12,Delta Air Lines,DE3466,Dubai,Islamabad,Via Baghdad FIR,Via Ankara–Baku corridor,9840,11097,1257,6661.93,1.8
2026-03-12,United Airlines,UN5613,Abu Dhabi,Washington,Direct Tehran overfly,Via Ashgabat–Almaty route,5013,6020,1007,6170.69,1.8
2026-03-12,Cargolux,CA4940,Bahrain,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,9770,10931,1161,4681.03,2.6
2026-03-12,Turkish Airlines,TU4980,Bahrain,London,Via Strait of Hormuz,Via Red Sea–Suez route,10833,11804,971,4453.08,2.1
2026-03-12,Etihad Airways,ET2670,Doha,Lahore,Direct Tehran overfly,Via Ashgabat–Almaty route,10784,11597,813,5136.7,2.6
2026-03-12,Air India,AI9994,Dubai,Cairo,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9951,12690,2739,15784.85,4.7
2026-03-12,Malaysia Airlines,MA2957,Delhi,Istanbul,Via Baghdad FIR,Via Ankara–Baku corridor,4266,5043,777,2806.99,4.2
2026-03-12,Gulf Air,GU1346,Dubai,Sydney,Via Baghdad FIR,Via Ankara–Baku corridor,10877,11551,674,3174.21,3.7
2026-03-12,Lufthansa,LU7024,Cairo,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,2216,5153,2937,18847.53,4.0
2026-03-12,Jazeera Airways,JA6444,Doha,London,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8839,10185,1346,5632.65,2.7
2026-03-12,American Airlines,AM4645,London,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7075,7990,915,5805.54,2.9
2026-03-12,Thai Airways,TH9910,Islamabad,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,8875,10453,1578,7252.82,4.4
2026-03-12,Thai Airways,TH8400,Delhi,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6172,8702,2530,13974.95,0.7
2026-03-12,British Airways,BR1519,Abu Dhabi,Washington,Direct Gulf route,Via Jordan–Egypt alternate,10531,11457,926,4806.92,0.8
2026-03-12,KLM,KL2397,Dubai,Frankfurt,Direct Middle East overfly,Via Central Asian detour,2067,3412,1345,7654.72,2.4
2026-03-12,American Airlines,AM2806,Dubai,Istanbul,Via Strait of Hormuz,Via Red Sea–Suez route,8027,8829,802,5026.64,3.5
2026-03-12,Delta Air Lines,DE8818,Karachi,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7941,8837,896,4891.83,0.7
2026-03-13,Qatar Airways,QA1033,Dubai,Bahrain,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5456,6563,1107,3900.33,1.4
2026-03-13,Jazeera Airways,JA7575,Singapore,London,Direct Middle East overfly,Via Central Asian detour,9559,11207,1648,11532.15,4.6
2026-03-13,Air France,AI4889,Dubai,Frankfurt,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2279,3531,1252,6464.42,0.6
2026-03-13,American Airlines,AM2177,Dubai,Karachi,Direct Middle East overfly,Via Central Asian detour,2423,3939,1516,8654.24,2.8
2026-03-13,Saudi Arabian Airlines,SA6615,Istanbul,Delhi,Direct Gulf route,Via Jordan–Egypt alternate,9852,10944,1092,5745.37,0.7
2026-03-13,Singapore Airlines,SI3901,Dubai,Karachi,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8976,10381,1405,6403.59,4.9
2026-03-13,Emirates SkyCargo,EM4998,Delhi,Istanbul,Via Strait of Hormuz,Via Red Sea–Suez route,11963,12725,762,4415.61,4.5
2026-03-13,Saudi Arabian Airlines,SA1077,London,Abu Dhabi,Via Strait of Hormuz,Via Red Sea–Suez route,9848,10697,849,5919.92,4.3
2026-03-13,Gulf Air,GU8785,Cairo,Riyadh,Via Baghdad FIR,Via Ankara–Baku corridor,5434,6747,1313,5619.77,4.2
2026-03-13,Malaysia Airlines,MA8454,Dubai,Paris,Via Strait of Hormuz,Via Red Sea–Suez route,11500,13216,1716,8864.55,4.0
2026-03-13,Jazeera Airways,JA2743,Paris,Beirut,Direct Tehran overfly,Via Ashgabat–Almaty route,8730,9776,1046,5530.3,3.5
2026-03-13,Turkish Airlines,TU160,Sydney,Abu Dhabi,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5849,7979,2130,8281.29,4.6
2026-03-13,Jazeera Airways,JA7775,Dubai,New York,Direct Middle East overfly,Via Central Asian detour,11503,12504,1001,4787.86,1.0
2026-03-13,Malaysia Airlines,MA335,London,Muscat,Via Persian Gulf,Via Indian Ocean southern route,6058,7537,1479,8049.37,4.5
2026-03-13,IndiGo,IN3931,Cairo,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,7843,8379,536,3703.33,2.6
2026-03-13,Saudi Arabian Airlines,SA3251,Paris,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,8366,10150,1784,6542.47,2.1
2026-03-13,American Airlines,AM7136,Dubai,Mumbai,Via Baghdad FIR,Via Ankara–Baku corridor,6107,6994,887,4263.62,0.7
2026-03-13,Emirates,EM6331,New York,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,4762,6488,1726,10471.4,4.7
2026-03-13,Pakistan International Airlines,PA5961,Istanbul,Delhi,Direct Tehran overfly,Via Ashgabat–Almaty route,7392,9174,1782,7627.98,3.5
2026-03-13,Oman Air,OM7370,Muscat,London,Via Baghdad FIR,Via Ankara–Baku corridor,10648,12139,1491,7392.84,4.9
2026-03-13,KLM,KL5644,Sydney,Abu Dhabi,Via Baghdad FIR,Via Ankara–Baku corridor,4956,6179,1223,7178.21,4.9
2026-03-13,Cathay Pacific,CA362,Doha,Lahore,Direct Middle East overfly,Via Central Asian detour,6693,8932,2239,13652.97,1.8
2026-03-13,Ethiopian Airlines,ET4391,Cairo,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9000,11247,2247,8701.97,4.0
2026-03-13,Gulf Air,GU6011,London,Doha,Direct Tehran overfly,Via Ashgabat–Almaty route,6645,8322,1677,8940.86,1.8
2026-03-14,IndiGo,IN7568,London,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,2193,2960,767,4025.34,3.3
2026-03-14,American Airlines,AM4876,Bahrain,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,2889,3782,893,5988.81,0.7
2026-03-14,Emirates,EM9830,Kuwait City,Mumbai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11721,14058,2337,15346.93,4.1
2026-03-14,EgyptAir,EG1870,Dubai,Karachi,Via Persian Gulf,Via Indian Ocean southern route,11292,14067,2775,10562.62,1.2
2026-03-14,Air France,AI3724,Istanbul,Karachi,Via Strait of Hormuz,Via Red Sea–Suez route,3972,4647,675,4133.54,4.1
2026-03-14,Singapore Airlines,SI2053,New York,Dubai,Via Persian Gulf,Via Indian Ocean southern route,10171,12375,2204,13891.52,2.7
2026-03-14,Kuwait Airways,KU9128,Karachi,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,10205,11342,1137,5808.29,4.0
2026-03-14,Jazeera Airways,JA7416,Dubai,Islamabad,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9963,11854,1891,12917.3,3.7
2026-03-14,Jazeera Airways,JA9809,Frankfurt,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10152,12155,2003,7495.54,3.1
2026-03-14,Cathay Pacific,CA7060,Riyadh,London,Via Strait of Hormuz,Via Red Sea–Suez route,4415,5364,949,3416.41,1.5
2026-03-14,Singapore Airlines,SI4793,Bahrain,Dubai,Via Persian Gulf,Via Indian Ocean southern route,9244,11175,1931,11423.41,1.2
2026-03-14,Iran Air,IR9475,London,Bahrain,Via Baghdad FIR,Via Ankara–Baku corridor,9815,10763,948,3907.63,4.6
2026-03-14,Etihad Airways,ET5671,Sydney,Dubai,Direct Middle East overfly,Via Central Asian detour,2621,3605,984,4824.18,3.4
2026-03-14,Air Arabia,AI1476,Los Angeles,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,6749,7832,1083,3910.05,1.5
2026-03-14,Emirates SkyCargo,EM9845,Los Angeles,Doha,Via Persian Gulf,Via Indian Ocean southern route,10202,13178,2976,14971.77,1.1
2026-03-14,American Airlines,AM4917,Dubai,Frankfurt,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8875,11394,2519,17185.76,2.1
2026-03-14,Oman Air,OM6013,Paris,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,10392,11907,1515,10205.47,1.2
2026-03-14,Air India,AI4449,Riyadh,London,Direct Middle East overfly,Via Central Asian detour,5158,6233,1075,4679.97,2.0
2026-03-14,Delta Air Lines,DE4006,Delhi,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4911,6315,1404,8036.21,4.9
2026-03-14,Qatar Airways,QA6413,Frankfurt,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,11812,13887,2075,11688.28,4.7
2026-03-14,British Airways,BR1130,Frankfurt,Dubai,Via Persian Gulf,Via Indian Ocean southern route,5035,8450,3415,15037.63,4.3
2026-03-14,Emirates SkyCargo,EM416,Riyadh,Cairo,Via Persian Gulf,Via Indian Ocean southern route,6309,9258,2949,13041.64,3.1
2026-03-14,Emirates SkyCargo,EM8310,London,Doha,Direct Middle East overfly,Via Central Asian detour,2952,5417,2465,13540.75,1.1
2026-03-14,Oman Air,OM4303,Dubai,Frankfurt,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,2984,4014,1030,4903.09,4.0
2026-03-15,Thai Airways,TH9292,Karachi,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2102,4699,2597,10012.85,2.4
2026-03-15,Oman Air,OM3917,Beijing,Tehran,Via Strait of Hormuz,Via Red Sea–Suez route,8217,9607,1390,7465.07,0.9
2026-03-15,United Airlines,UN991,Dubai,Karachi,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6147,8817,2670,10416.67,1.5
2026-03-15,KLM,KL1277,Riyadh,Islamabad,Via Strait of Hormuz,Via Red Sea–Suez route,10801,11708,907,3806.96,0.5
2026-03-15,Oman Air,OM7326,London,Kuwait City,Direct Tehran overfly,Via Ashgabat–Almaty route,4609,6043,1434,5892.36,4.6
2026-03-15,Jazeera Airways,JA939,Bahrain,London,Via Strait of Hormuz,Via Red Sea–Suez route,10877,12435,1558,5969.72,0.6
